Period,quick_ratio,profit_growth,management_turnover,loan_size,leverage_ratio,defaulted,sector,Environment,Social,Governance
1,1.93,0.71,0.12,367.79,0.83,0,1,0.296233793,1.354173946,-0.185009412
1,0.74,0.59,0.29,165.71,0.41,0,1,0.568268206,0.963905222,-0.288995352
1,3.67,0.72,0.32,209.26,0.72,0,1,-0.320521849,0.092794892,-0.476409241
1,1.89,0.61,0.04,28.31,0.49,0,1,-0.868199095,-0.236920243,-0.087665057
1,3.7,0.67,0.24,111.87,0.22,0,1,-0.740587893,-0.249929144,-0.707541403
1,0.07,0.53,0.44,371.52,0.22,0,1,0.524591997,-0.133201183,0.245568117
1,1.39,0.06,0.26,429.84,0.13,0,1,0.839643235,0.640924327,-0.248211336
1,4.79,-0.3,0.24,247.18,0.27,0,1,1.040418738,0.172714749,0.680397534
1,2.72,0.89,0.29,21.32,0.49,1,1,0.260206434,0.183222824,-0.190153742
1,0.2,0.12,0.51,240.11,0.42,1,2,1.398166205,-1.220413424,-0.570215661
1,0,0,0.33,7.89,0.47,1,2,1.312123459,1.926964615,0.670577265
1,0.23,0.09,0.46,281.98,0.42,1,2,-1.239673111,-0.778093749,-0.666952928
1,2.36,0.11,0.42,284.24,0.7,0,2,1.142830115,0.098643227,0.185701765
1,3.77,-0.31,0.44,142.55,0.52,0,2,1.094199433,1.487071586,0.702293619
1,0.23,0.08,0.49,288.45,0.4,1,2,-1.287430678,0.605257924,0.024006681
1,4.08,0.53,0.4,220.01,0.84,0,2,-0.250104222,1.011309223,0.325139808
1,4.06,0.25,0.17,421.41,0.76,1,2,0.464822278,-0.745484954,-0.420371862
1,3.27,0.04,0.31,27.12,0.32,0,2,0.338284281,-0.048634377,-0.494708274
1,2.81,-0.4,0.42,434.01,0.3,0,2,-0.146799266,0.065976451,0.855675353
1,4.02,0.29,0.33,80.84,0.87,0,2,-0.43210207,0.783003316,-0.09504447
1,1.32,-0.47,0.35,269.18,0.38,0,2,-0.4520723,-0.477938329,0.142549652
1,0.95,-0.08,0.25,164.42,0.36,0,2,-0.464006007,-0.200147099,0.250126391
1,1.89,0.39,0.31,127.21,0.68,0,2,1.208759386,0.213636042,0.452401991
1,4.03,0.93,0.41,376.68,0.61,0,2,-0.11437578,0.169468706,0.349155584
1,0.1,0.04,0.5,97.24,0.57,1,2,1.277651336,1.239570793,-0.846780495
1,0.11,0.06,0.65,61.71,0.65,1,2,-1.481867002,-0.496396524,0.244034482
1,3.55,0.8,0.3,439.59,0.45,0,2,0.164779976,0.749275841,0.555014594
1,0.17,0.08,0.3,152.03,0.44,1,2,1.904345481,-0.015924968,-0.056822955
1,1.85,-0.06,0.43,275.18,0.61,0,2,-0.374399178,0.406452045,0.624122549
1,0,0,0.24,13.44,0.47,1,2,0.755733254,-0.39455756,0.0487546
1,3.55,0.12,0.38,43.99,0.8,1,2,1.005362265,-0.808997243,-0.082334282
1,0.2,-0.1,0.27,136.38,0.94,1,2,1.89075763,1.937605703,-0.479682285
1,3.87,0.01,0.48,111.28,0.62,1,2,0.468965027,-0.186437319,0.091474703
1,2.71,-0.3,0.34,385.54,0.34,0,2,-1.14387376,-1.001162673,-0.208026449
1,0.18,-0.12,0.17,128.41,0.9,1,2,1.26756504,0.049157052,0.276753553
1,3.73,0.75,0.47,310.44,0.17,0,2,1.302164492,0.357537147,0.563751428
1,0.23,0.12,0.42,139.41,0.42,1,2,0.78434141,-0.700154601,-0.150465098
1,0.22,0.1,0.46,167.68,0.4,1,2,-0.376273874,-0.532436388,-0.483947815
1,0.23,0.1,0.33,236.54,0.42,1,2,1.148466708,0.235292532,0.017433308
1,3.63,0.78,0.06,365.79,0.46,1,2,1.569947017,0.405748608,-0.133578624
1,0.23,-0.08,0.27,105.31,0.85,1,2,-0.459808689,1.119589115,0.544545173
1,3.87,0.74,0.49,51.97,0.83,1,2,-0.612769782,0.980661525,-0.358389798
1,0.09,0.06,0.44,117.51,0.62,1,2,-0.318185585,0.023977407,-0.014540547
1,3.11,0.16,0.39,140.45,0.37,0,2,-0.517313765,-0.151671316,-0.149193511
1,0.18,-0.1,0.19,74.47,0.93,1,2,-0.116773435,-0.6796364,0.07186884
1,1.78,-0.05,0.33,279.11,0.63,0,2,-0.963671027,-0.27699997,-0.917493708
1,0,0,0.38,5.68,0.5,1,2,-0.94846655,-2.093511284,-0.090980734
1,0.16,0.12,0.5,292.07,0.39,1,2,1.455937308,0.693324864,0.325203473
1,0.27,-0.2,0.38,63.57,0.5,0,2,0.109494067,1.106168384,0.070474471
1,2.69,0.06,0.25,247.19,0.41,0,2,-0.587160685,-0.356462806,-0.386417014
1,3.35,0.01,0.5,94.46,0.87,0,2,-0.599834493,-0.734630703,-0.205399715
1,1.31,0.66,0.18,66.18,0.63,0,2,-0.448399078,-0.04616254,-1.417793101
1,3.46,0.09,0.1,304.31,0.63,1,2,-0.323036602,-0.635402557,0.241866474
1,1.79,0.35,0.3,460.93,0.78,0,2,1.714533937,-0.530674811,0.666368578
1,2.77,-0.3,0.07,119.95,0.12,1,2,1.460607564,-0.64006997,-0.030255478
1,0.44,0.8,0.11,46.51,0.81,1,2,1.026965037,1.079565664,-0.445645583
1,2.57,0.07,0.37,238.62,0.2,1,2,1.163689376,-1.163036814,-0.278770358
1,0.1,0.04,0.37,96.88,0.54,1,2,1.373869054,-0.336657422,-0.575093964
1,0.26,-0.2,0.1,35.2,0.76,1,2,-0.020969537,0.201512194,-0.590471245
1,0.23,-0.1,0.29,68.59,0.9,1,2,-0.398265456,1.168439212,0.06013579
1,1.83,0.8,0.37,201.75,0.42,1,2,-0.291903461,0.420415915,-0.070579063
1,0,0,0.33,10.38,0.46,1,2,-0.246174068,-0.020484094,-0.037549626
1,0.32,-0.36,0.05,111.96,0.75,1,2,-0.175539299,2.093674993,-0.467019845
1,0,0,0.22,8.57,0.46,1,2,-2.117340046,0.822119546,0.320894742
1,2.3,0.83,0.46,77.72,0.86,1,2,0.321902007,0.416311252,0.599370651
1,0.32,-0.19,0.07,37.22,0.77,1,2,-0.506813649,-0.313688702,-0.480383733
1,2.39,-0.25,0.22,57.9,0.43,0,2,0.439575842,0.364117909,-0.561443585
1,1.81,0.95,0.4,253.71,0.29,0,2,-0.673530849,-0.860250111,0.377197011
1,0.18,-0.12,0.31,112.78,0.96,1,2,-2.071501513,-0.457387728,-0.63492962
1,4.49,-0.27,0.47,305.25,0.17,1,2,-0.772652129,-0.715981514,0.402347951
1,3.3,-0.28,0.26,62.32,0.71,0,2,-1.086305019,-0.054689906,-0.287360535
1,2.42,0.74,0.31,284.89,0.83,0,2,1.003913894,-1.095500011,0.358928673
1,1.19,-0.37,0.29,456.76,0.21,1,2,-1.20825689,-0.501420345,-0.306537231
1,2.76,-0.06,0.26,428.68,0.27,0,2,0.032889602,-0.071191266,-0.467514383
1,0.24,-0.13,0.28,98.3,0.89,1,2,-1.983326001,0.085069018,-0.121348194
1,0.42,-0.16,0.02,232.25,0.57,0,2,-1.525468178,0.162177685,-0.020051516
1,2.9,-0.06,0.26,300.98,0.28,0,2,-0.01997023,-0.57514228,0.898892267
1,2.89,0.29,0.27,46.93,0.74,0,2,0.328814167,-0.575572017,0.15203284
1,3.49,-0.19,0.44,374.59,0.29,0,2,-0.029054945,0.3370684,0.114018803
1,0.91,0.52,0.28,41.29,0.15,0,2,0.700113105,1.068303845,0.108774429
1,1.42,0.46,0.4,72.96,0.3,1,2,0.07501626,-0.247513583,0.214174634
1,4.76,-0.17,0.49,275.02,0.43,0,2,-0.257016382,-0.397793372,-0.154535087
1,2.74,-0.23,0.44,264.38,0.76,1,2,2.190154191,-1.441860604,-0.352004008
1,1.75,0.64,0.45,295.61,0.76,0,2,0.708203061,-0.273055605,0.376230673
1,0.07,-0.13,0.18,112.99,0.62,1,2,-1.587168299,0.914888005,0.302072749
1,0.27,-0.12,0.03,490.32,0.15,0,2,1.916496331,-1.048672402,0.985724
1,3.6,-0.17,0.17,83.28,0.3,0,2,0.26589305,1.346380714,-0.146709453
1,3.56,0.87,0.01,251.45,0.18,0,2,0.82785391,0.326067493,-1.371663529
1,4.84,0.96,0.49,479.57,0.64,0,2,0.877068942,1.548455657,-0.484094471
1,4.34,0.03,0.36,187.92,0.48,0,2,0.98010787,-1.324604,0.212302211
1,2.86,0.49,0.02,231.63,0.54,0,2,1.164871719,-0.266983875,0.280801942
1,3.06,0.52,0.12,232.48,0.37,0,2,0.043280579,-0.207477342,0.425345661
1,3.16,-0.47,0.26,399.21,0.39,1,2,0.110151177,0.499368014,0.818442913
1,1.92,0.85,0.39,225.29,0.89,0,2,0.401140596,-0.974396244,-0.652630661
1,3.48,0.3,0.27,421.55,0.37,0,2,0.316590558,0.440650183,0.152313646
1,1.37,0.73,0.49,16.71,0.64,0,2,0.046459263,-1.359630915,0.387058208
1,0.29,0.52,0.37,144.19,0.89,0,2,0.909512892,0.281414145,0.6759592
1,0.32,-0.23,0.1,45.71,0.7,1,2,-1.257280928,-0.860038654,-0.288820274
1,2.07,0.94,0.35,427.58,0.66,1,2,-0.183429165,0.629843271,-0.444910029
1,3.79,0.03,0.39,131.96,0.27,0,2,0.501133854,1.312898803,-0.400347062
1,0.9,0.91,0.37,381.51,0.32,0,3,0.516574801,0.289420541,0.560741
1,4.18,-0.27,0.12,285.54,0.34,0,3,-0.099690851,-0.439734436,0.952809387
1,0.26,-0.21,0.11,27.59,0.8,1,3,-1.649559636,-0.46548621,-0.030321416
1,0,0,0.3,6.48,0.47,1,3,-0.032264325,-0.619795628,-0.005271659
1,2.42,0.74,0.17,59.88,0.16,0,3,1.140961103,-0.027399949,-0.793679646
1,1.19,0.58,0.24,442.08,0.5,1,3,1.30069111,1.214560825,0.793329491
1,0.17,0.51,0.43,288.48,0.2,0,3,0.495680297,-0.023783855,-0.604190973
1,1.6,0.25,0.21,210.82,0.28,0,3,-0.323107088,0.316665307,-0.232317916
1,0.21,-0.09,0.2,118.22,0.97,1,3,1.183475433,-0.662886919,0.163493041
1,0.3,-0.25,0.08,56.74,0.73,1,3,-1.325020094,0.099819886,-0.361137609
1,0.17,-0.07,0.26,104.56,0.89,1,3,-0.910358722,0.314072395,-0.141186547
1,2.91,0.2,0.4,231.52,0.41,1,3,-0.428354952,-0.420027106,-0.937452569
1,1.8,0.78,0.33,299.61,0.61,1,3,-0.748664206,0.937438926,0.999252734
1,1.35,0.68,0.47,465.24,0.22,0,3,-0.866491519,0.402349087,-0.90719368
1,0.17,-0.09,0.17,84.51,0.98,1,3,1.771140887,0.770390898,0.101741193
1,0,0,0.25,9.91,0.5,1,3,-1.210100891,-0.061189667,0.136428753
1,0.44,-0.5,0.01,300.11,0.68,0,3,0.038639882,-1.124670916,0.135777896
1,3.57,0.33,0.45,168.08,0.35,0,3,0.466305892,-1.409105153,-0.030905198
1,1.31,0.75,0.2,276.8,0.3,0,3,1.277310275,0.783235237,-0.975719558
1,4.05,-0.42,0.1,142.25,0.87,1,3,0.251337724,-1.313730991,0.377494302
1,4.88,-0.48,0.13,313.3,0.2,1,3,-1.35306891,-0.00669246,0.200391241
1,0.35,-0.18,0.13,31.61,0.77,1,3,1.955204425,0.296545295,-0.217917204
1,4.2,0.78,0.2,311.28,0.78,0,3,1.625826371,0.226905854,-0.44305807
1,0,0,0.23,12.65,0.5,1,3,-0.903953605,-0.813253678,-0.198561452
1,0.95,0.22,0.34,15.65,0.46,1,3,1.320840965,0.541165832,0.016862032
1,0.08,0.05,0.49,116.89,0.59,1,3,-1.258797511,-0.105320339,-0.387525461
1,1.76,0.25,0.43,39.22,0.46,1,3,-0.727992528,1.010429287,-0.450726247
1,0,0,0.21,9.75,0.5,1,3,-0.632904857,-0.307356913,0.607233233
1,2.82,-0.09,0.27,399.18,0.42,0,3,-1.430389602,-0.027379485,-0.517915169
1,2.87,0.16,0.14,174.2,0.41,1,3,0.878628725,-0.432077627,0.450023663
1,1.56,-0.35,0.45,116.55,0.22,1,3,-0.055318878,0.451361188,0.564054972
1,1.16,-0.28,0.42,407,0.23,1,3,0.108998393,0.31672414,0.047897402
1,2.3,0.18,0.31,109.16,0.38,1,3,1.078112746,0.304996775,-0.352245024
1,4.43,-0.07,0.44,145.84,0.84,1,3,-0.191558911,0.274621925,0.247823095
1,0.27,-0.21,0.11,27.85,0.79,1,3,-1.120104116,0.310434984,0.741210897
1,0.6,0.65,0.31,405.48,0.54,1,3,0.953209565,0.333263017,-0.905633897
1,4.88,0.57,0.46,443.25,0.84,1,3,-0.444612169,-0.182816109,0.509967322
1,0.46,-0.21,0.49,50.34,0.5,0,3,0.211100541,-1.096772166,-0.605970172
1,0.31,-0.25,0.13,56.55,0.78,1,3,0.88342631,1.115496389,0.71359409
1,1.53,0.69,0.12,133.67,0.6,0,3,-0.980969617,-1.476491889,-0.482383484
1,0.23,0.08,0.37,234.6,0.42,1,3,-0.359214027,-0.7183246,0.498840791
1,0.46,0.58,0.27,74.86,0.43,0,3,-0.700877081,0.251720564,0.313775104
1,1.38,0.05,0.21,153.39,0.54,0,3,0.836050731,-0.915583769,-0.686184194
1,0.21,-0.12,0.18,82.12,0.83,1,3,-2.715823939,-0.777911282,-0.565518121
1,1.59,0.56,0.02,341.31,0.62,0,3,0.775299895,0.407596303,-0.47709932
1,2.52,-0.36,0.22,430.92,0.38,0,3,-0.380343863,-0.657595365,-0.102694457
1,0.27,-0.17,0.12,52.36,0.73,1,3,1.011164841,0.512330871,-0.186588522
1,1.52,0.7,0.1,450.87,0.9,1,3,0.845443537,0.271446652,-0.258302748
1,0.49,0.1,0.18,316.38,0.78,0,3,0.535121671,-1.864482329,-1.218268153
1,1.03,0.18,0.35,216.47,0.82,0,3,-0.785562406,-0.471233079,-0.436969003
1,0.97,-0.06,0.43,4.66,0.32,0,3,0.413976977,0.79996255,-0.495087988
1,0.11,0.04,0.54,104.94,0.56,1,3,0.136501512,0.518478487,-0.171703505
1,4.95,0.48,0.17,435.62,0.29,0,3,-0.593462346,0.110689484,0.317922968
1,1.38,0.97,0.39,482.93,0.29,0,3,-1.294097274,1.396206244,-0.495326731
1,0,0,0.33,6.86,0.46,1,3,0.570382781,-0.439047199,1.095886546
1,0.28,-0.19,0.07,51.47,0.74,1,3,1.334460649,-1.098743496,0.471544581
1,4.81,0.66,0.22,493.74,0.76,0,3,0.363534127,0.23016554,0.027866918
1,0.2,0.09,0.31,239.65,0.36,1,3,1.674425221,-0.319024593,-0.219572485
1,3.27,0.75,0.1,114.29,0.56,1,3,0.742718385,0.486314775,-0.212673967
1,3.3,0.71,0.21,304.4,0.23,0,3,-2.082151696,-0.041092676,0.399504074
1,0.23,-0.11,0.3,139,0.96,1,3,0.621255367,-0.724728011,0.297822567
1,1.06,0.58,0.05,179.07,0.58,0,3,-0.71653858,-0.536902576,-0.802911018
1,3.09,0.64,0.25,328.8,0.85,0,3,0.725849532,1.206726665,0.045516799
1,0.81,0.02,0.31,47.96,0.45,0,3,0.065276708,-0.347833122,0.163279879
1,0.56,-0.24,0.18,354.33,0.15,1,3,0.553430937,0.470974726,-0.930924671
1,3.15,-0.08,0.16,231.34,0.41,0,3,-1.039340987,0.350385108,-0.100542934
1,0,0,0.22,13.31,0.52,1,3,0.918532805,0.073438855,-0.502853936
1,3.96,-0.49,0.46,395.9,0.79,0,3,0.634024673,-1.140018639,0.834306775
1,0.3,-0.23,0.11,30.28,0.8,1,3,-0.139168606,-0.187513365,-0.191954541
